id,name,description
6tJGsARTV6rDTrdMzytxm3,Riri Cerita Anak Interaktif,"Riri Cerita Anak Interaktif berkomitmen menghadirkan serial podcast untuk anak-anak dengan sentuhan pendidikan karakter, moral, dan akulturasi budaya. Mengangkat berbagai dongeng, cerita rakyat, fabel dan cerita orisinal dari seluruh penjuru nusantara dan dunia. Riri ingin meningkatkan literasi dengan cara yang modern dan juga tetap menyajikan hiburan yang menyenangkan, sehingga tetap sesuai dengan jamannya.  Riri - Educa Studio : Menggabungkan edukasi dan teknologi melalui media digital dan inovasi.  PT. Educa Sisfomedia Indonesia Jl. Gilingrejo No. 10 Gendongan, Kota Salatiga, Jawa Tengah"
5nVcnFoVfFz1zAk37xFY2A,Kabi Kisah Teladan Nabi,"Assalamu'alaikum Wr. Wb.  Kabi Kisah Teladan Nabi berkomitmen menghadirkan konten pendidikan islami untuk anak-anak. Melalui channel ini, Kabi hadir dalam format audio kisah teladan Nabi yang berasal dari Al-Quran, fabel, fiqih, sunnah, keluarga dan sahabat Nabi, sampai kisah-kisah inspiratif yang penuh makna.  Kabi - Educa Studio : Menggabungkan edukasi dan teknologi melalui media digital dan inovasi.  PT. Educa Sisfomedia Indonesia Jl. Gilingrejo No. 10 Gendongan, Kota Salatiga, Jawa Tengah"
26q8ZtOr7Zuzx3j9VtuuCi,Podcast Harga Mati,Podcast dari Timur Indonesia bersama Arie Abdur dan Mamatpemabuk
5tHfkp8qnF2B1GtzJSSV9e,LENYAP,"Podcast LENYAP, “Kisah Nyata Kriminal Indonesia”, mengungkap kisah nyata tindak kriminal orang-orang biasa yang ada di sekitar Anda. Dituturkan dengan gaya santai di awal dan semakin mencekam hingga akhir cerita. Sebuah sensasi dramatis yang membuat Anda merasa berada di tempat kejadian bersama si pembunuh yang mengintai di kegelapan. Dengan investigasi mendalam dan pendekatan psikologis, Marissa Jeffryna, seorang pengacara dan pemerhati hukum akan mengupas perjalanan hidup sang pembunuh. Podcast LENYAP, original dari Spotify dan Fremantle Indonesia. Follow Podcast LENYAP di Instagram @podcastlenyap dan Twitter @podcastlenyap."
3L96goGK5uByVjGfXiGqmH,Pita Kuning Podcast,"Podcast oleh Yayasan Pita Kuning Anak Indonesia yang akan membahas tentang dunia pekerjaan sosial, kerelawanan dan komunitas, hal-hal medis yg berkaitan dengan kanker pada anak, dan juga obrolan seru bareng narasumber terpilih. Untuk info selengkapnya cek Instagram kami di @pita_kuning."
71jARxgs0KxOwArI0K4C7T,Close The Door,"Podcast ini merupakan konten di Channel Youtube ""Deddy Corbuzier"" yang membahas tentang kondisi terkini di Indonesia, berita terbaru, kisah inspiratif, dan sisi lain para narasumber yang belum banyak diketahui masyarakat."
3PAN1fcKdno7idSNEECN7D,Guruji Gede Prama Podcast,"The Author in Brief  Gede Prama is a long student of peace. He began his childhood by communing with a symbolical Guru in one of the old villages in north Bali. Later on when he learned from the life stories of many maha siddha (the enlightened), he began to understand his spiritual experience in childhood. This later experience was then enriched by meditating, reading, researching and personal meeting some of world wide spiritual Gurus like HH Dalai Lama, Thich Nhat Hanh and Karen Armstrong.  A scholarship then enabled Gede Prama to continue his post graduate study in England and France. Hard work meant Gede Prama was appointed as CEO (chief executive officer) of a large corporation at the age of 38. And one year later he left behind all the luxuries of the corporate world to begin a journey of serving. To serve people on the path of peace.  Author (  Indonesian) Gede Prama adalah pelayan di jalan kedamaian. Beliau memulai masa kecilnya dengan belajar dari Guru simbolik di salah satu desa tua di Bali utara. Di kemudian hari, setelah belajar dari kisah hidup banyak maha siddha di Tantra (mahluk suci yang tercerahkan), Gede Prama mulai memahami pengalaman spiritual saat masa kanak-kanak. Pengalaman ini kemudian diperkaya dengan bermeditasi, membaca, meneliti dan pertemuan pribadi dengan beberapa Guru spiritual dunia seperti YM Dalai Lama, YA Thich Nhat Hanh dan profesor Karen Armstrong.  Kendati beasiswa pernah menghantarkan Gede Prama untuk melanjutkan studi pasca sarjana di universitas Lancaster Inggris serta mengikuti kursus manajemen puncak di INSEAD Perancis, kerja keras pernah menghantarkan Gede Prama sebagai orang nomer satu alias CEO (chief executive officer) di perusahaan besar pada usia 38, terbang ke sana ke mari termasuk ke luar negeri untuk kepentingan mengajar, namun satu tahun kemudian ia tinggalkan semua kemewahan kehidupan duniawi untuk memulai perjalanan pelayanan. Untuk melayani orang-orang di jalan kedamaian.  Beberapa tahun tahun terakhir, beliau bahkan tidak pernah meninggalkan Bali, menghabiskan ratusan hari dalam setahun di tengah keheningan hutan. Dan hanya sekali-sekali saja keluar dari keheningan hutan untuk berbagi cahaya di tempat-tempat suci di Bali."
72q1XjiuFViF2tx7IbQ5X5,Endgame with Gita Wirjawan,"Join entrepreneur, educator, and proud Indonesian, Gita Wirjawan in exploring the ways forward for our society through stories and experiences by thought leaders, trailblazers, and opinion-makers from Indonesia and the region."
6c1EK0X5GCij5UhfScy4G4,Indonesia True Crime,"BERDASARKAN KASUS NYATA – Di balik headline kriminal, ada cerita lebih. Bersama BP (Rizky Bayuputra) dan Sashi (Sashi Kirana), kita bakal cerita-cerita dan ngebahas kasus kejahatan dari berbagai kota di Indonesia, yang terjadi di sekitar kita.  Podcast ini diproduksi oleh In-depth Creative. | Kunjungi www.indepthcreative.com dan berikan saran, komentar, atau sapa kami di: Email: info@indepthcreative.com | Twitter: @IndepthCreates | Instagram: @indepthcreates |"
3bgcBTdg3Eihhee1hgYDGg,Finansialku Talk Podcast (Indonesia),"Mau tau gimana caranya mengatur, merencanakan keuangan? Investasi? Atau topik keuangan lainnya?   Dengerin aja Finansialku Talk Podcast bersama Melvin Mumpuni, Founder dan CEO dari Finansialku.com   Follow us on Instagram! @Finansialku_com   personal finance. protection. investment for millennial"
0stRlKGDBCMWrC6QISexej,Daily Quote Indonesia,Yuk kita buka harimu dengan quote inspiratif dari berbagai sosok yang menarik sambil kita maknai arti dibalik setiap perkataannnya. Daily Quote Indonesia siap menemanimu setiap hari.Daily Quote Indonesia merupakan sebuah podcast original Spotify Studios dan Parcast. Diproduksi oleh Box2Box Media Network dan dibawakan oleh Suci Patia. Dengarkan episode hari ini untuk menjadi pembuka semangat kamu setiap hari.
2it8tdWQt1u07Rdi1QFVxZ,SEJARAH SERU,"Pada podcast SEJARAH SERU, kalian akan menikmati banyak topik yang spesifik membahas tentang Sejarah Indonesia dan Dunia, yang tentunya dikemas secara SERU dan MENYENANGKAN❗️❗️❗️  Tonton di YOUTUBE : https://bit.ly/YoutubeSeruBelajar Dengarkan di SPOTIFY : https://bit.ly/SpotifySeruBelajar Instagram : https://bit.ly/InstagramSeruBelajar Website : https://bit.ly/WorldwideProduction Linktree : https://linktr.ee/serubelajar.id Contact : +62 896 3017 7462 (Indah)  Powered by Firstory Hosting"
0kxcM1xZDzLEFyuYTy2YB8,Suara Buku Audiobook Indonesia,"Suara Buku adalah kanal yang memuat audiobook bahasa Indonesia. Kanal ini dibuat diperuntukkan bagi siapa saja yang tidak memiliki waktu membaca. Dengan audio book ini, semoga bisa membantu teman-teman untuk bisa membaca buku dengan mendengarkan buku yang sudah diaudiokan oleh Suara Buku.   Instagram : suarabuku.net WA Channel : https://whatsapp.com/channel/0029VaNbFLy3rZZazxbN0E30 Youtube : Suara Buku    Powered by Firstory Hosting"
3quANJScW18IUbWMsQxtAU,MDRT Indonesia Podcast,"Dalam Million Dollar Round Table (MDRT), kita percaya the more you give, the more you get. Sebuah culture saling berbagi dari apa yang sudah kita dapatkan selama ini dari sekolah pelajaran hidup. Para financial advisors terbaik dan bergelar MDRT akan mengisi setiap episode dengan berbagai topik dari practice management, business sales ideas bahkan motivasi dan life financial tips. - Hosted by @johanfanggara, @kennedysumarlie dan teman2 komite MDRT Indonesia, bi-weekly podcast ini juga adalah bagian dari media program @mdrtindonesia. Let's stay in touch dan mari saling belajar."
6FGHyhT9M7vfhTlLfv2IFt,Gesah One Piece || Indonesia,Selamat datang di kapal kami dan selamat menikmati perjalanan menuju One Piece bersama kami.  Jangan lupa Follow Social Media kami Instagram https://www.instagram.com/gesahonepiece/ Threads https://www.threads.net/@gesahonepiece Youtube https://www.youtube.com/@gesahonepiece Twitch https://www.twitch.tv/gesahonepiece  Support podcast kami: https://www.jalintraksi.com/gesahonepiece https://trakteer.id/gesahonepiece/link  Powered by Firstory Hosting
0vFfPAk7zgDLnv3utpZ8ww,Thirty Days Of Lunch Podcast,"Teman makan sekaligus nutrisi untuk pikiran. Podcast ini diinisiasi oleh @fellexandro dan @sheggario yang hidupnya improve from one lunch to another. Sudah 50+ pembelajaran baru dari rockstar yang menginspirasi seperti Mbak Najwa sampai Gary Vee. Dari CEO HaloDoc sampai CEO Bukalapak. Here you go, thirty days of learning on productivity, career, business, and self-development. Thanks to continuous support from you, our friends, and partners, we're now on our third season.  __ Holla at us : hello@thirtydaysoflunch.com __"
5Qvz2kZDcYvJN9AY4awk7N,Nessie Judge,Podcast ini mengulas berbagai macam hal yang erat kaitannya dengan dunia mistis. Aku akan membacakan cerita dari teman-teman yang akan membuat bulu kuduk berdiri dengan cerita horror dan misterinya.
3X3C4FSk2q7eKTX5xjGSjT,Ada Hantu di Sekolah,"Setiap sekolah punya cerita. Setiap sekolah punya rahasia. Di Podcast Ada Hantu di Sekolah, kita akan mengungkap semuanya. Dari teror di ruang UKS sampai arwah penunggu toilet. Dari yang cuma bikin merinding, sampai yang mengancam nyawa siswa.  Ada Hantu di Sekolah adalah Podcast Original dari Spotify persembahan Kukila Network. Dengarkan episode barunya setiap malam Jumat dan malam Senin."
0B1SdJk0Yd2ao4H0Wvz4tn,Senja Bersuara,"Podcast Senja Bersuara adalah tempat kita saling bertukar pikiran dan berbagi rasa. Topik utama yang akan aku bahas adalah seputar self love, overthinking, adulting, dan bahasan lain seputar self improvement dan personal growth. Nantikan episode baru tiap hari Rabu dan Minggu. Semoga podcast Senja Bersuara bisa menemani kamu dan membantu menguraikan benang kusut di kepalamu. Selamat mendengarkan!  Ig: @ssenjarindiani Tiktok: @shcerrr Youtube: Senja Rindiani Business inquiries: sherlysenja.official@gmail.com"
0SyqsUX0Cc6UqmOh63harj,Podcast Bebas Aktif,Podcast diplomasi dan hubungan internasional terbaik se-Indonesia. Tayang reguler 2x seminggu. Temui kami di Instagram/Twitter @kontekstualcom.
1PGN4ilb4aoWKkB7FNSLsx,The Friday Podcast,A weekly podcast with well known subjects every week talking about what's behind the facts. Hosted by Iyas Lawrence.
1qciHS2r5Mjop0XZYrO6iv,Podcast Santuy Indonesia,"3 komika yang berasal dari Papua, Petamburan, dan Anak Polisi yang sok-sokan membahas politik padahal ga ngerti, mengkritik tanpa solusi, dan sok berani padahal gaada backingan. Podcast yang bertujuan untuk mempersatukan rakyat Indonesia agar tidak terpecah belah oleh politik"
1ovfQ4urOIOMHY48ePfpw2,Dongeng Tidur 🌒,"Halo, aku Irene Evita. Podcast ini buat kamu yang susah tidur. Dibuat karena temanku bilang suaraku itu bisa menidurkan.. Diawali dengan obrolan ringan dan diakhiri dengan dongeng. Selamat mendengarkan podcast Dongeng Tidur 🌒 Semoga lekas tidur dan bermimpi indah :) Upload tiap Senin. Find me on⤵️ IG: @irenevitae Tiktok: @irenevitae Utube: Sweet Spring Rene For business➡️ Contact Person: Naya +6281315015034 Hosted on Acast. See acast.com/privacy for more information."
7tMo9ySWcJWpE3T7gbChgp,Bincang Asa dan Rasa,"Tidak apa-apa untuk marah,Tidak apa-apa untuk belum siap dan takut,Tidak apa-apa untuk memiliki trauma dan kesalahan,Tidak apa-apa untuk tidak baik-baik saja,Karena disini, kamu adalah dirimu sendiri.Tanpa ‘harus’, tanpa ‘tapi’.Selamat jadi diri sendiri!!Selamat mendengarkan setiap episode podcast ini 🤍~Jangan lupa mampir juga di sosial media @bincangasadanrasa di Instagram & Tiktok ya 🙌Join grup Telegram (Tempat curhat Bincang Asa dan Rasa)🤍 .Part of Kukila NetworkBusiness inquiries: hello@kukila.id Hosted on Acast. See acast.com/privacy for more information."
0hffz6OtCgcwoBzGC3RO6N,Suara Puan,"Siniar berbasis literasi yang membagikan pengalaman rasa & menghadirkan para perempuan dari berbagai lini kehidupan untuk bercerita soal penerimaan diri, kehilangan, duka, cinta, dan renjana."
1hUrLTyWl3XzOFYjMcYYgU,Box2Box Football Podcast,Podcast sepakbola terbaik di Asia Tenggara yang gak cuma debat kusir.
1HzWt0icfKItqJiPxYLCfR,Podcast BelajarJadiDewasa,Podcast yang membagikan hal-hal seputar kedewasaan hubungan asmara. Hosted by Yehezkiel Penalosa.
3RVBzVM2t7og5vF26L7JFC,EXPLISHIT PODCAST,"Sebuah podcast dari Explishit yang membahas hal hal yang Explicit oleh Oza , Rio , Ate dan Rais @expli_shit  Tayang setiap Jum'at"
4SSg9TnDuYp0boEFzoR8TO,Timur Misteri Podcast,"Timur misteri podcast, Podcast Horror bareng Narasumber nya langsung yang bercerita horor Host : Ibnu Fitro Sidik Ikuti kami juga di :  Instagram : @timurmisteri https://instagram.com/timurmisteri?igshid=MXJ4ZW54NzJsZGU4Yg==  Tiktok : @timur_misteri https://www.tiktok.com/?_t=8hKRAw1t03l&_r=1  Spotify : Timur Misteri Podcast https://open.spotify.com/show/4SSg9TnDuYp0boEFzoR8TO?si=cu587WllStSMxcrkNwRZ3A&dd=1   Video update :  Youtube : TIMUR MISTERI https://youtube.com/@TIMURMISTERI?si=nGvLmrDkL9L0qmNc   Kirim cerita kalian :  Google Form : Google form :https://bit.ly/formnarsumtimurmisteri"
